Title,Authors,"Year Published","Library Categories",Permalink,Status,"Publication File"
"Acta Phytotherapeutica January","E.F. Steinmetz",1954,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1954-24p-compressed.pdf
"Acta Phytotherapeutica January 1955 24p","E.F. Steinmetz",1843,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1955-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1955-24p.pdf
"Acta Phytotherapeutica January 1956 24p","E.F. Steinmetz",1843,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1956-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1956-24p.pdf
"Acta Phytotherapeutica January 1957 24p","E.F. Steinmetz",1880,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1957-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1957-24p.pdf
"Acta Phytotherapeutica January 1958","E.F. Steinmetz",1958,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1958/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1958-24p-compressed.pdf
"Acta Phytotherapeutica January 1958 24p",,,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1958-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1958-24p-compressed.pdf
"Acta Phytotherapeutica January 1959","E.F. Steinmetz",1959,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1959/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1959-24p-compressed.pdf
"Acta Phytotherapeutica January 1959 24p",,,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1959-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1959-24p-compressed.pdf
"Acta Phytotherapeutica January 1960","E.F. Steinmetz",1960,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1960/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1960-24p-compressed.pdf
"Acta Phytotherapeutica January 1961","E.F. Steinmetz",1961,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1961/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1961-24p-compressed.pdf
"Acta Phytotherapeutica January 1962","E.F. Steinmetz",1962,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1962/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1962-24p-compressed.pdf
"Acta Phytotherapeutica January 1962 24p",,,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1962-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1962-24p-compressed.pdf
"Acta Phytotherapeutica January 1963","E.F. Steinmetz",1963,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1963/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1963-24p-compressed.pdf
"Acta Phytotherapeutica January 1963 24p",,,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1963-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1963-24p-compressed.pdf
"Acta Phytotherapeutica January 1964","E.F. Steinmetz",1964,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1964/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1964-24p-compressed.pdf
"Acta Phytotherapeutica January 1965","E.F. Steinmetz",1965,,https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1965/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1965-24p-compressed.pdf
"Acta Phytotherapeutica January 1966","E.F. Steinmetz",1966,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1966/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1966-24p-compressed.pdf
"Acta Phytotherapeutica January 1967","E.F. Steinmetz",1967,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1967/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1967-24p-compressed.pdf
"Acta Phytotherapeutica January 1968","E.F. Steinmetz",1968,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1968/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1968-24p-compressed.pdf
"Acta Phytotherapeutica January 1969","E.F. Steinmetz",1969,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1969/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1969-22p-compressed.pdf
"Acta Phytotherapeutica January 1970","E.F. Steinmetz",1970,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1970/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1970-24p-compressed.pdf
"Acta Phytotherapeutica January 1971","E.F. Steinmetz",1971,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1971/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1971-24p-compressed.pdf
"Acta Phytotherapeutica January 1972","E.F. Steinmetz",1972,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-january-1972/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-January-1972-24p-compressed.pdf
"Acta Phytotherapeutica july","E.F. Steinmetz",1954,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-july/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-July-1954-24p-compressed.pdf
"Acta Phytotherapeutica July 1955 24p","E.F. Steinmetz",1883,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-july-1955-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-July-1955-24p.pdf
"Acta Phytotherapeutica July 1956 24p","E.F. Steinmetz",1901,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-july-1956-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-July-1956-24p.pdf
"Acta Phytotherapeutica July 1957 24p","E.F. Steinmetz",1900,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-july-1957-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-July-1957-24p.pdf
"Acta Phytotherapeutica July 1965","E.F. Steinmetz",1965,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-july-1965/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-July-1965-24p-compressed.pdf
"Acta Phytotherapeutica July 1966","E.F. Steinmetz",1966,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-july-1966/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-July-1966-24p-compressed.pdf
"Acta Phytotherapeutica July 1967","E.F. Steinmetz",1967,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-july-1967/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-July-1967-24p-compressed.pdf
"Acta Phytotherapeutica July 1968","E.F. Steinmetz",1968,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-july-1968/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-July-1968-24p-compressed.pdf
"Acta Phytotherapeutica July 1970","E.F. Steinmetz",1970,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-july-1970/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-July-1970-24p-compressed.pdf
"Acta Phytotherapeutica July 1971","E.F. Steinmetz",1971,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-july-1971/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-July-1971-24p-compressed.pdf
"Acta Phytotherapeutica July 1972","E.F. Steinmetz",1972,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-july-1972/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-July-1972-26p-compressed.pdf
"Acta Phytotherapeutica June","E.F. Steinmetz",1954,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-june/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-June-1954-26p-compressed.pdf
"Acta Phytotherapeutica June 1955 26p","E.F. Steinmetz",1823,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-june-1955-26p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-June-1955-26p.pdf
"Acta Phytotherapeutica June 1956 24p","E.F. Steinmetz",1823,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-june-1956-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-June-1956-24p.pdf
"Acta Phytotherapeutica June 1957 24p","E.F. Steinmetz",1777,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-june-1957-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-June-1957-24p.pdf
"Acta Phytotherapeutica June 1965","E.F. Steinmetz",1965,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-june-1965/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-June-1965-24p-compressed.pdf
"Acta Phytotherapeutica June 1966","E.F. Steinmetz",1966,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-june-1966/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-June-1966-24p-compressed.pdf
"Acta Phytotherapeutica June 1967","E.F. Steinmetz",1967,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-june-1967/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-June-1967-24p-compressed.pdf
"Acta Phytotherapeutica June 1968","E.F. Steinmetz",1968,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-june-1968/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-June-1968-24p-compressed.pdf
"Acta Phytotherapeutica June 1970","E.F. Steinmetz",1970,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-june-1970/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-June-1970-24p-compressed.pdf
"Acta Phytotherapeutica June 1971","E.F. Steinmetz",1971,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-june-1971/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-June-1971-24p-compressed.pdf
"Acta Phytotherapeutica June 1972","E.F. Steinmetz",1972,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-june-1972/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-June-1972-24p-compressed.pdf
"Acta Phytotherapeutica March","E.F. Steinmetz",1954,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-march/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1954-24p-compressed.pdf
"Acta Phytotherapeutica March 1955 24p","E.F. Steinmetz",1868,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-march-1955-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1955-24p.pdf
"Acta Phytotherapeutica March 1956 24p","E.F. Steinmetz",1829,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-march-1956-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1956-24p.pdf
"Acta Phytotherapeutica March 1957 24p","E.F. Steinmetz",1870,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-march-1957-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1957-24p.pdf
"Acta Phytotherapeutica March 1965","E.F. Steinmetz",1965,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-march-1965/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1965-24p-compressed.pdf
"Acta Phytotherapeutica March 1966","E.F. Steinmetz",1966,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-march-1966/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1966-24p-compressed.pdf
"Acta Phytotherapeutica March 1967","E.F. Steinmetz",1967,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-march-1967/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1967-24p-compressed.pdf
"Acta Phytotherapeutica March 1968","E.F. Steinmetz",1968,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-march-1968/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1968-24p-compressed.pdf
"Acta Phytotherapeutica March 1969","E.F. Steinmetz",1969,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-march-1969/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1969-24p-compressed.pdf
"Acta Phytotherapeutica March 1970","E.F. Steinmetz",1970,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-march-1970/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1970-24p-compressed.pdf
"Acta Phytotherapeutica March 1971","E.F. Steinmetz",1971,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-march-1971/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1971-24p-compressed.pdf
"Acta Phytotherapeutica March 1972","E.F. Steinmetz",1972,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-march-1972/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-March-1972-24p-compressed.pdf
"Acta Phytotherapeutica May","E.F. Steinmetz",1954,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-may/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-May-1954-24p-compressed.pdf
"Acta Phytotherapeutica May 1955 24p","E.F. Steinmetz",1832,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-may-1955-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-May-1955-24p.pdf
"Acta Phytotherapeutica May 1956 24p","E.F. Steinmetz",1900,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-may-1956-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-May-1956-24p.pdf
"Acta Phytotherapeutica May 1957 24p","E.F. Steinmetz",1877,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-may-1957-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-May-1957-24p.pdf
"Acta Phytotherapeutica May 1965","E.F. Steinmetz",1965,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-may-1965/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-May-1965-24p-compressed.pdf
"Acta Phytotherapeutica May 1966","E.F. Steinmetz",1966,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-may-1966/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-May-1966-24p-compressed.pdf
"Acta Phytotherapeutica May 1967","E.F. Steinmetz",1967,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-may-1967/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-May-1967-24p-compressed.pdf
"Acta Phytotherapeutica May 1968","E.F. Steinmetz",1969,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-may-1968/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-May-1968-24p-compressed.pdf
"Acta Phytotherapeutica May 1970","E.F. Steinmetz",1970,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-may-1970/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-May-1970-24p-compressed.pdf
"Acta Phytotherapeutica May 1971","E.F. Steinmetz",1971,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-may-1971/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-May-1971-24p-compressed.pdf
"Acta Phytotherapeutica May 1972","E.F. Steinmetz",1972,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-may-1972/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-May-1972-24p-compressed.pdf
"Acta Phytotherapeutica November","E.F. Steinmetz",1954,"Herbal Medicine, Journals",https://worldherblibrary.org/catalog/acta-phytotherapeutica-november/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-November-1954-24p-compressed.pdf
"Acta Phytotherapeutica November 1955 24p","E.F. Steinmetz",1925,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-november-1955-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-November-1955-24p.pdf
"Acta Phytotherapeutica November 1956 24p","E.F. Steinmetz",1861,Journals,https://worldherblibrary.org/catalog/acta-phytotherapeutica-november-1956-24p/,publish,https://api.worldherblibrary.org/pdf/Acta-Phytotherapeutica-November-1956-24p.pdf
